title,plot,director,cast,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western
The Tag-Along,A story about a video of a group of people going hiking and a mysterious little girl in a red dress following them.,WeiHao Cheng,"WeiNing Hsu, River Huang, YinShang Liu, PoChou Chang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Live,"On the morning of a certain Tuesday, a mysterious ""death race"" is suddenly announced on television. Viewers are enthralled by the excitement of the competition, with participants, their loved ones held hostage, getting knocked out of the race one after another in unpredictable ways. Meanwhile, survivors refer to a guide book issued to each participant for tips on how to succeed.",Noboru Iguchi,"Asami, Yûka Eda, Akiko Ikuina, Mari Iriki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wolf,When mysterious deaths plague a small town. A rookie detective takes matters in to his own hands as he suspects who the killer is.,Noen Brouwer,"Shahine el Hamus, Anna Schoen, Romy Gevers",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyke Hard,"A lesbian rock band sets off on a road trip to a battle of the bands in the big city. A mysterious billionaire with an army of ninjas, cyborgs and roller derby girls is doing everything to stop them. Their journey is a whacky adventure filled with motorcycle gangs, prison riots and flamboyant musical numbers",Bitte Andersson,"Peggy Sands, Alle Eriksson, M Wågensjö, Lina Kurttila",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
This Book Is Cursed,The survivors of the incident at the old Haney Logging Camp road swore they would never go back to that woods  But Haus did anyway. Watch the terror unfold as his traumatic memories of last years event come flooding back. And those memories are the least of their problems.,Michael Butt,"Paul Buxton, Michael Cook, Cory Crowell, Norman Gale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bigfoot Vs. Zombies,"A scientist creates a toxic cocktail that is accidentally unleashed into the local population and a nearby police ""body farm""  creating a small army of flesheating zombies  and only one creature of legend, a killer in his own right, can stop the growing hordes of the undead and save humanity.",Mark Polonia,"James Carolus, Todd Carpenter, Bob Dennis, Steve Diasparra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Mercy,Jackson and Emily arent like the other kids. Two burgeoning sociopaths on the brink of total meltdown. Ticking time bombs seeking revenge. Who will unravel first?,Tom DeNucci,"Kane Hodder, Bill Moseley, Allie Marshall, Pamela Figueiredo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Inside,"Based on the epic graphic novel by John Bergin, FROM INSIDE is the tale of Cee, a young pregnant woman who finds herself on a damaged train slowly transcribing its way across a bleak, apocalyptic landscape. Flood, war, starvation, and a plague of death threaten the trains passengers. Cee struggles through these dangers while coping with the memory of her lost husband and the imminent birth of ...",John Bergin,"Corryn Cummins, Megan Gold",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunting of Alice D,"In the late 1890s the Davenport House was a famous and successful brothel, until a young prostitute named Alice killed herself there. After her death, the brothel became haunted by Alices ghost, and was eventually abandoned. More than a century later, the old structure is renovated into a beautiful mansion. It is still rumored to inhabit the ghost of Alice. Despite this, the new owner; the rich ...",Jessica Sonneborn,"Kane Hodder, Juan Riedinger, Al Snow, Megan Hensley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Don't Go Into the House by the Woods,A young man goes to his parents house over the weekend and is scared to death when he starts to receive phone calls from a psycho who might be inside the house.,Manny Velazquez,"Richàrd A LaBon, Alen Rios, Samuel Torres Wagner, Alex Velazquez",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Devil May Call,"A young, blind operator for a suicide hotline descends into a night of unrelenting terror when an obsessive caller turns out to be a serial killer.",Jason Cuadrado,"Corri English, Tyler Mane, Traci Lords, Van Hansis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucifer's Night,"Seven years ago, a man convinced Lucifer was within him brutally murdered his wife and child. Now, Eric and Hayley move into the same house after years of being left unsold on the market. They think they got a good deal with the house, a bargain in fact. But what they dont know is that evil still lurks within the house and is awaiting more souls to take.",Henry W Smith,"Becca Hirani, Seth Papworth, Faye Goodwin, Tony Manders",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Closer to God,"A genetic scientist successfully clones the first human being, a baby girl named Elizabeth, but his work is soon threatened by a dark secret, a secret that threatens to destroy everything and everyone precious to him.",Billy Senese,"Jeremy Childs, Shelean Newman, Shannon Hoppe, David Alford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AfterDeath,"Five young people wake up dead. Washed up by the tide they scramble to an abandoned beach house, soon realising that the perpetual night and blasts of pain suggest this is some version of hell. Between infighting and attacks by a demonic shadow creature, they recall the collapse of the nightclub that brought them here  and begin seeing hope of a second chance in the cabins two mysterious ...","Gez Medinger, Robin Schmidt","Miranda Raison, Sam Keeley, Elarica Johnson, Lorna Nickson Brown",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Volumes of Blood,A new horror anthology from Verite Cinema and the creators of the Unscripted Film School. Five tales of dread from five independent horror directors.,"PJ Starks, Jakob Bilinski, Nathan Thomas Milliner","Roni Jonah, Kristine Renee Farley, PJ Starks, Jim ORear",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Daughter,"Awardwinning veteran actress Kara Hui delivers a tour de force performance as a mother driven to the edge by her seemingly possessed daughter in the chilling horror suspense thriller Daughter. Psychologist Sharons (Kara Hui) only wish is for her daughter Jenny (Super Girls member Yanny Chan) to marry well. Despite Jennys objections, Sharon sets her up with a rich suitor but things do not go as...",PangChun Chan,"BoBo Fung, Kara Hui, Yanny Chan Wingyan, TakBun Wong",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Puppet Killer,"While celebrating Christmas at a cabin in the woods, a group of high school students are stalked by a psychotic killer obsessed with horror movie icons.",Lisa Ovies,"Richard Harmon, Aleks Paunovic, Lisa Durupt, Johannah Newmarch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karva,"It is a two dimensional story, one trying to unveil an age old unknown mystery, and another experiencing the existence of the unknown. Do these stories meet? What happens to the fate of those involved with the unknown ?",Navaneeth,"Thilak Shekar, Devaraj, Anisha Ambrose, RJ Rohith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beneath,"A crew of coal miners becomes trapped 600 feet below ground after a disastrous collapse. As the air grows more toxic and time runs out, they slowly descend into madness and begin to turn on one another.",Ben Ketai,"Brent Briscoe, Kurt Caceres, Eric Etebari, Jeff Fahey",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil's Pass,"A group of 5 students go the location of the infamous ""dyatlov pass incident"", to make a documentary but things take a turn for the worse to reveal the secrets as to what happened there.",Renny Harlin,"Holly Goss, Matt Stokoe, Luke Albright, Ryan Hawley",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Christmas Slay,"The story of CHRISTMAS SLAY begins on a wintry Christmas Eve in the picturesque Kentish countryside, the horrific murder of a loving family, and the capture of a Santa Claus obsessed blood thirsty killer. A Christmas approaches the following year, a group of college girlfriends decide to get away from it all and relax and party over the Christmas holiday, they decide to escape to the idyllic ...",Steve Davis,"Dani Thompson, Laura Ellen Wilson, Lydia Kay, Paul Terry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Red Riding Hood,A Brother Grimms Horror Version of the Classic Fairytale.,Rene Perez,"Iren Levy, Nicole Stark, Robert Amstler, Alanna Forte",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
They Returned,The return of three disappeared children create violent ripples in their small town.,Iván Noel,"Valentina Sartorelli, Juan Ignacio Molina, Lauro Veron, Camila Cruz",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Raking,A group of college coeds embark on a weekendlong camping trip as part of a Cultural Anthropology project to research an internet creepypasta urban legend.,Bryan Brewer,"Bryan Brewer, Cree Kelly, Allie Rivera, Thatcher Robinson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exorcism of the 7th Demon,"After a possession led to his daughters suicide, Michael has made it his mission to save others from the same fate. Struggling with faith and purpose, he takes on Satans army and the the demons that seek his demise.",John Reign,"Jason Howell, David Johnson, Dawn Maxwell, Sarah Puhala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poker Night,"When you become a detective in Warsaw Indiana  you go to Poker Night, where you play against some of the best cops in the business. They tell you stories about their time on the job  their successes and failures. When new Detective Stan Jeter leaves the game, he is caught by a vicious psychopath and locked in a basement. Using the stories he heard at Poker Night, he must match wits against his ...",Greg Francis,"Beau Mirchoff, Ron Perlman, Giancarlo Esposito, Titus Welliver",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Demolisher,"Bruce (Ry Barrett) is an ordinary repairman tormented by a crippling sense of responsibility for his disabled wife Samantha, an expolicewoman (Tianna Nori), the survivor of a gangrelated assault. Bruces increasing hypersensitivity to the injustice suffered by his wife steer him down a dark path of vigilantism, and with his rapidly disintegrating mental health, paranoia and overwhelming sense ...",Gabriel Carrer,"Ry Barrett, Tianna Nori, Jessica Vano, Duncan McLellan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Malevolent,"In order to save her siblings, a young woman takes on her father and the powerful entity known as Gamemaster, who ensnares humans into diabolical plots while her species gambles on the outcome.",Jason Axinn,"Morena Baccarin, William Shatner, Ray Wise, Bill Moseley",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intruders,"Anna suffers from agoraphobia so crippling that when a trio of criminals break into her house, she cannot bring herself to flee. But what the intruders dont realize is that agoraphobia is not her only problem.",Adam Schindler,"Rory Culkin, Leticia Jimenez, Jack Kesy, Timothy T McKinney",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dawning of the Dead,"While a virus that causes the dead to reanimate brings the world to its knees, the scientist responsible entrusts his cataclysmic findings to Katya Nevin, a troubled exwar correspondent turned anchorwoman at WW News. While she and the rest of her crew witness the collapse of society via video feeds from around the globe, a deadly special agent climbs the building floor by floor, his only goal ...","Tony Jopia, Nika Braun, Yannis Zafeiriou","Honey Holmes, Leo Gregory, Pixie Le Knot, Sean Cronin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Stains the Sands Red,"In the throes of a zombie apocalypse, a troubled woman from Las Vegas with a dark past finds herself stranded in the desert with a lone and ravenous zombie on her tail.",Colin Minihan,"Brittany Allen, Juan Riedinger, Merwin Mondesir, Kristopher Higgins",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Terrortory,In the vein of Creepshow and Tales From The Crypt comes this anthology horror featuring six tales set in the nightmare land called the TERRORTORY!,"Dan Doran, Kevin Kangas, Mark Wenger","Nadia White, Johnny Alonso, Bianca Allaine, Richard Cutting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood,"Troubled young man Guy reaches out to his oldest friend Jonathon after the mysterious death of his younger sister Carrie, a visit to support a grieving friend soon takes a sinister twist as some very dark secrets come into light.",Bernadette Manton,"Emmett J Scanlan, Gail Brady, Steve Gunn, Oliver McQuillan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Kill It,An ancient demon terrorizes a tiny Mississippi town.,Mike Mendez,"Dolph Lundgren, Kristina Klebe, Elissa Dowling, Michael Aaron Milligan",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Devil in My Ride,"After Doreen has been possessed by the devil on her wedding night, her groom Hank, and her rebellious brother Travis, put aside their differences to travel across country from Chicago to Las Vegas, in the hopes of finding a mythical street preacher who is said to be the last exorcist in America.",Gary Michael Schultz,"Frank Zieger, Joey Bicicchi, Erin Breen, Sid Haig",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empty Rooms,"A single mother and her mute, autistic son are terrorized by supernatural entities in this haunting story of love, loss and the occult.",Adam Lamas,"Ramlah Frediani, Charlie Koudsi, Tegan Ashton Cohan, Adam Jones",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Path,"The chess player Raúl invites his estranged wife Ana and his son Nico to travel with him during Christmas to an isolated cabin in a snowy mountain expecting to reconcile with her. On the arrival, Raúl asks the landlord someone to help to chop wood for the family and the helpful carpenter Samuel comes to the house and cut the wood. When Raúl sees his wife giving attention of Samuel, he becomes ...",Miguel Ángel Toledo,"Ariel Castro, Raquel Escribano, Javier Montó, Joan Prades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Way Down in Chinatown,"A playwright and his director wife are trying to produce a great play, while the world around them is slowly ending.",Eric Michael Kochmer,"Stephanie Sanditz, Justin Dray, Maria Olsen, Eric Michael Kochmer",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Martian Land,"In the distant future, a large portion of humanity lives on Mars, in cities that resemble those once found on Earth. The cities are protected from the inhospitable Martian atmosphere by domelike forcefields. When a massive sandstorm breaks through the dome and destroys Mars New York, those in Mars Los Angeles must figure out how to stop the storm before it wipes them out next.",Scott Wheeler,"Lane Townsend, Alan Pietruszewski, Jennifer Dorogi, Arianna Afsar",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hell of a Night,"After moving to a new town, a young college student retreats to the country for a weekend of solace when she quickly finds out that she is not alone and needs to fight for her life.",Brian Childs,"Rachael Hevrin, Grace Powell, Ella Taylor, Kristin McKenzie Rice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Helen Keller vs. Nightwolves,"In yet another masterpiece by St. James St. James, this film explores the true story that government didnt want you to know about how Helen Keller really lost her eyesight and hearing: Nightwolves.",Ross Patterson,"Jessie Wiseman, Lin Shaye, Barry Bostwick, Alanna Ubach",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Still,"Upon the death of his great grandfather, Brandon Davis a wedding photographer inherits an antique camera famous for taking Victorian death photography. After photographing his subjects they start to die from horrible, bizarre deaths.",Philip Adrian Booth,"Ray Wise, Ben Browder, Carrie Lazar, Elle LaMont",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Neighbor,"A mysterious new girl arrives in posh suburban neighborhood and quickly sets out to terrorize the town. As she starts breaking into homes and torturing the occupants, they begin to realize that she isnt just another girl next door.",Robert A Masciantonio,"America Olivo, Christian Campbell, Joseph Aniska, Pete Postiglione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Wicker Tree,"Charmed by the residents of Tressock, Scotland, two young missionaries accept the invitation to participate in a local festival, fully unaware of the consequences of their decision.",Robin Hardy,"Brittania Nicol, Henry Garrett, Graham McTavish, Jacqueline Leonard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fight Like a Girl,Budding female pro wrestling champion Charlie is faced with a wrestlepocalypse of homicidal monsters spawned by a wrestling video game.,Daniel Armstrong,"Elke Berry, Mick Preston, Jenna Dwyer, Josh Futcher",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Arkham Sanitarium: Soul Eater,Arkham Sanitarium was vacant for years after a sex and death cult was arrested for committing heinous acts on patients. Today paranormal investigators are trapped and battling malevolent forces as they grapple with the very creatures created by HP Lovecraft.,Julian Grant,"Shannon Brown, Rinska Carrasco, Marc Edwards, Ron Fitzgerald",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampires: Lucas Rising,"The on going Vampire saga that started with Vampires: Brighter in Darkness, Vampires: Lucas Rising tells the tale of the immortals Lucas Delmore and Toby Brighter and their fight to defend their Love and Mankind.",Jason Davitt,"Rhys Howells, Dan Briggs, Abigail LawBriggs, Tim Benge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tall Men,A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,Jonathan Holbrook,"Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Age of the Dead,Alice a mother to be fights for survival as a virus breaks out around the world.,Francesco Picone,"Aaron Stielstra, Michael Segal, Marius Bizau, Désirée Giorgetti",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Call Girl of Cthulhu,"When a virginal artist falls in love with a call girl, she turns out to be the chosen bride of the alien god Cthulhu. To save her, he must stop an ancient cult from summoning their god and destroying mankind.",Chris LaMartina,"David Phillip Carollo, Melissa LaMartina, Nicolette le Faye, Dave Gamble",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slit Mouth Woman in LA,"The rumor of Slit mouth woman is blasting in LA Claire (Lauren Taylor) sees the nightmare of her every night. She met the professor of the urban legends research and talk about the phenomenon. She finds out that the incidents are not just Slit mouth woman but the other urban legends from Japan. The professor assumes that some of the homicides are relates to Japanese Urban Legends and ghosts, ...","Akira Hirose, Hiro Kay, Kazuya Ogawa","Megumi Ageishi, Roza Akino, Mennell Alkhawaja, Courtney Bandeko",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Barrio Tales,"Two American teenagers in search of cheap drugs, trespass into the seedy town of Barrio, Mexico. What they find instead is a disturbed story teller and three tales filled with blood, witches and a cannibalistic taco chef.",Jarret Tarnol,"Alexander Aguila, Carson Aune, Adam Beesely, Maritza Brikisak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost After Dark,"In this clever homage to 80s slasher films, a group of teenagers looking to party get stranded when their ride breaks down and end up being stalked by a cannibalistic killer.",Ian Kessner,"Sarah Fisher, Mark Wiebe, Jesse Camacho, Kendra Leigh Timmins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Souls,"Johnny Petrie learns on his 18th birthday that he was adopted after inheriting a farm in Maine. Eager to start a new life, Johnny leaves home so he can began afresh in this ""new"" dwelling. However, Johnny soon discovers that the farm, which has been abandoned for eighteen years since his natural family died, harbors a horrifying history about the deaths of said natural family.",Colin Theys,"Jesse James, Magda Apanowicz, Bill Moseley, Geraldine Hughes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1 Serial Killer,"Years of seething rage against the racism hes experienced, combined with his idolization of Ted Bundy, has left Eddy has one goal: to become the greatest serial killer in history. Because he hides under the mask of his outwardly polite and quiet persona, his victims are taken completely by surprise as he reveals himself to be a bloody and violent force to be reckoned with.",Stanley Yung,"Jason Tobin, Eugenia Yuan, Tzi Ma, Shoshana Bush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tragedy Girls,"A twist on the slasher genre, following two deathobsessed teenage girls who use their online show about reallife tragedies to send their small midwestern town into a frenzy and cement their legacy as modern horror legends.",Tyler MacIntyre,"Josh Hutcherson, Brianna Hildebrand, Kevin Durand, Nicky Whelan",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mirror,Three intrepid flatmates who purchase the supposedly haunted antique on eBay and set up round the clock cameras in the hopes of capturing evidence of something going bump in the night.,Edward Boase,"Jemma Dallender, Joshua Dickinson, Nate Fallows, Abby Ford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TORMENT,"Freely inspired to the GACYs torture insane world, this film promise to tell what in other movies no one had the courage to push the limits!",Adam Ford,"Matteo De Liberato, Stefano del Biondo, Andrea di Bella, Rikky Fiore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Creek,"As they approach the end of childhood, three elementary school kids must brave the woods on Halloween to face a monster born from their nightmares.",Colin AdamsToomey,"Brynna Bartoo, Lisa Coruzzi, Bethany Duff, Brendan Duff",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dark Stranger,"Haunted by a terrifying spirit out of her graphic novel, a young artist struggles to overcome her psychosis before it destroys her.",Chris Trebilcock,"Katie Findlay, Alex Ozerov, Enrico Colantoni, Stephen McHattie",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
April Apocalypse,"After years of yearning for the girl next door, Artie finally builds the courage to woo her... only to find out the girl of his dreams and best friend, April, is moving away  sending Artie into a deep depression. Three years later, the emptiness subsides and the lion inside tells Artie to ""go find April and make her yours"". Empowered and eager to find April, Artie crashes his car on the way... ...",Jarret Tarnol,"Reece Thompson, Rebekah Brandes, Brent Tarnol, Stephanie Hunt",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Outpost: Rise of the Spetsnaz,"In this third installment of the hit Nazi Zombie action horror movie, Outpost: Rise Of The Spetnaz, we discover the horrifying origins of these supernatural soldiers and see them in ferocious gladiatorial battle against the most ruthless and notorious of all military special forces: the Russian Spetsnaz.",Kieran Parker,"Bryan Larkin, Iván Kamarás, Velibor Topic, Laurence Possa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Frankenstein vs. The Mummy,"The mummy of a cursed pharaoh and a reanimated corpse terrorize a medical university. Only an Egyptologist and a college professor, the deranged Dr Frankenstein, may be able to stop the creatures before its too late.",Damien Leone,"Max Rhyser, Ashton Leigh, Boomer Tibbs, Brandon deSpain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil Dead,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uk18,A documentary filmmaker suspects she is being brainwashed by a secret government organisation.,Andrew Tiernan,"Shona McWilliams, Jamie Beddard, Ian Hart, JeanMarc Barr",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Feral,Students fight to survive a weekend in the woods.,Mark Young,"Scout TaylorCompton, Olivia Luccardi, Lew Temple, Renee Olstead",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Come Out and Play,"A couple take a vacation to a remote island  their last holiday together before they become parents. Soon after their arrival, they notice that no adults seem to be present  an observation that quickly presents a nightmarish reality.",Makinov,"Ebon MossBachrach, Vinessa Shaw, Daniel Giménez Cacho, Gerardo Taracena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model Hunger,A former model (Lynn Lowry) forced into retirement due to her age exacts her revenge on young beautiful women in this horror thriller.,Debbie Rochon,"Lynn Lowry, Mary Bogle, Babette Bombshell, Bob Bozek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kandisha,"Shattered by the loss of her child, Nyla Jayde, a brilliant criminal defense attorney, takes on a case involving a 14th century Moroccan legend, a vengeful spirit named ""Kandisha"".",Jérôme CohenOlivar,"Hiam Abbass, Amal Ayouch, Khalid Benchagra, Assaad Bouab",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
The Recall,"When five friends vacation at a remote lake house they expect nothing less than a good time, unaware that planet Earth is under an alien invasion and massabduction.",Mauro Borrelli,"Wesley Snipes, RJ Mitte, Jedidiah Goodacre, Laura Bilgeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Kingdom Come,"A group of strangers who wake up in what appears to be an abandoned building, unable to remember how they got there, find themselves haunted by strange visions and are forced to face all the wrongs they have done in their lives.",Greg A Sager,"Ry Barrett, Camille HollettFrench, William Foley, Jason Martorino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butcher Possessions,"When Chris Shaw takes his friends out to an isolated house to make a web video, they summon an evil spirit and must fight for survival once it begins to hunt them down.",Dale Trott,"Damien E Lipp, Stephanie Mauro, Sophie Wright, Tristan Barr",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
I Zombie: The Chronicles of Pain,A young man gets infected and gradually starts turning into a zombie.,Andrew Parkinson,"Giles Aspen, Ellen Softley, Dean Sipling, Claire Griffin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terror of Dracula,"When Jonathan Harker, a young solicitor from England travels into the heart of the Carpathian mountains to meet with the ancient Count Dracula, he discovers the bloody terror and plague that now threatens to cast its shadow over England! Meanwhile, Quincy Morris summons his old friend Professor Van Helsing when a mysterious illness consumes his wife. Are the two puncture wounds on Lucys throat ...",Anthony DP Mann,"Matt Davis, Heidi L Dennis, Angela Faulkner, Andrea Hiltz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Mountain Side,"Black Mountain Side follows a group of archaeologists after they uncover a strange structure in Northern Canada, dating over ten thousand years before the present. The team finds themselves isolated when their communication systems fail and it is not long before they begin to feel the effects of the solitude.",Nick Szostakiwskyj,"Shane Twerdun, Michael Dickson, Carl Toftfelt, Marc Anthony Williams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
House of Horrors: Gates of Hell,An ancient resurrected evil is loose at Western New Yorks largest and most terrifying haunted attraction: the House of Horrors. Its goal to forever open the gates of Hell on Earth.,Daniel Monroe,"Doug Bruch, Tim Bunch, Gary Dellaneve, Kyle Garrison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansel & Gretel: Witch Hunters,"Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No Reasons,"A missing girl, gangsters, a terrible secret, and a heavy body count. The British soap opera genre just got nasty.",Spencer Hawken,"Marc Bannerman, Lucinda Rhodes Thakrar, Daniel Peacock, Roland Manookian",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nocturne Six,"A primetime network news magazine show premieres controversial leaked footage from a highlyclassified US government program named Nocturne Six that recruits citizens with extrasensory abilities. Forced into the program by unscrupulous means, these gifted, yet apprehensive citizens, known as ""guardians"", are sent to parallel planes of Earth in order to thwart imminent attacks by dangerous ...",Charlton Jacob Jacques,"Nathaniel Jack, Jasmine Boyd, Nathan Witte, Scott Seol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Wekufe,"A student travels with her boyfriend to Chiloé, remote Patagonia island in southern Chile, to investigate the link that exists between the high number of sexual related crimes and the myths n legends that surround this mysterious place.",Javier Attridge,"Matias Aldea, Paula Figueroa",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
